Pincodes,location_risk_weight,location_band,District/City, GEO_Portfolio_PL_Index 
151509,10,8,Bathinda,1.37760261
152001,6,4,Firozpur,0.71386724
152002,8,7,Firozpur,1.093476639
152003,6,4,Firozpur,0.616036251
152004,7,6,Firozpur,0.876800994
152021,15,9,Firozpur,1.814325767
152022,20,10,Firozpur,2.69913218
152023,6,4,Firozpur,0.661856987
152024,8,7,Firozpur,1.05872209
152025,5,3,Muktsar,0.406208684
152026,6,4,Muktsar,0.788602619
152028,15,9,Firozpur,1.602487954
152031,5,3,Muktsar,0.484097977
152032,15,9,Muktsar,1.999265165
152101,7,6,Muktsar,0.905331068
152107,8,7,Muktsar,1.149447283
152112,7,6,Muktsar,0.943658978
152113,10,8,Muktsar,1.363951739
152114,2,1,Muktsar,0.064299487
152116,10,8,Firozpur,1.267423318
152121,20,10,Firozpur,3.278267488
152122,7,6,Firozpur,0.940475602
152123,7,6,Firozpur,0.883172942
152124,10,8,Firozpur,1.201489929
152128,6,4,Firozpur,0.768930197
160001,7,6,Chandigarh,0.865885771
160002,7,6,Chandigarh,0.916677828
160003,6,4,Chandigarh,0.746173414
160004,2,1,Chandigarh,0.043921905
160008,5,3,Chandigarh,0.520456387
160009,20,10,Chandigarh,4.225550865
160011,5,3,Chandigarh,0.473944599
160012,6,4,Chandigarh,0.574960945
160014,6,4,Chandigarh,0.815449253
160015,6,4,Chandigarh,0.752038548
160017,6,4,Chandigarh,0.700339123
160018,6,4,Chandigarh,0.56816217
160019,20,10,Chandigarh,3.15309656
160020,7,6,Chandigarh,0.882625248
160022,6,4,Chandigarh,0.612906228
160023,6,4,Chandigarh,0.755893116
160025,8,7,Chandigarh,1.119697055
160026,10,8,Chandigarh,1.26978022
160030,10,8,Chandigarh,1.489173433
160031,6,4,Chandigarh,0.74053315
160035,6,4,Chandigarh,0.779238785
160036,7,6,Chandigarh,0.955109018
160047,6,4,Chandigarh,0.565222178
160055,6,4,Chandigarh,0.790398225
160059,7,6,Chandigarh,0.854522536
160061,7,6,Chandigarh,0.879108267
160062,7,6,Chandigarh,0.970888507
160071,6,4,Chandigarh,0.627874109
160101,10,8,Chandigarh,1.32605429
160102,20,10,Chandigarh,2.366272438
160103,5,3,Mohali,0.477935514
171001,6,4,Shimla,0.603612359
171002,8,7,Shimla,1.178044667
171003,3,2,Shimla,0.331647636
171004,7,6,Shimla,0.976014442
171005,8,7,Shimla,1.046145512
171006,8,7,Shimla,1.125534824
171007,5,3,Shimla,0.500355012
171008,2,1,Shimla,0.141749879
171009,7,6,Shimla,0.881091188
171010,10,8,Shimla,1.25959689
171011,6,4,Shimla,0.579812688
171012,3,2,Shimla,0.393403628
171102,6,4,Solan,0.645172789
171103,6,4,Shimla,0.67718467
171201,6,4,Shimla,0.562621322
171202,10,8,Shimla,1.288985297
171205,3,2,Shimla,0.382171133
171206,15,9,Shimla,1.661070479
171207,7,6,Shimla,0.947721841
171211,15,9,Shimla,1.597145791
171220,2,1,Shimla,0.177995707
171301,2,1,Shimla,0
171304,2,1,Mandi,0.017878299
172001,8,7,Shimla,1.180946263
172022,2,1,Shimla,0.029041927
172023,2,1,Kullu,0
172026,2,1,Kullu,0.174676201
172029,10,8,Shimla,1.272118812
172030,6,4,Shimla,0.810797915
172034,5,3,Shimla,0.536954929
172101,2,1,Shimla,0.07607786
172102,3,2,Shimla,0.320080038
172107,8,7,Kinnaur,1.064364871
172201,2,1,Shimla,0.007205655
173001,6,4,Sirmaur,0.615627816
173021,2,1,Sirmaur,0
173022,7,6,Sirmaur,0.950897112
173023,15,9,Sirmaur,1.737853379
173024,10,8,Sirmaur,1.189788058
173025,7,6,Sirmaur,0.947237118
173030,5,3,Sirmaur,0.451885011
173101,6,4,Sirmaur,0.832843031
173205,7,6,Solan,0.879686547
173206,3,2,Solan,0.262828248
173207,15,9,Solan,1.672554013
173208,10,8,Solan,1.289338405
173209,8,7,Solan,1.085022461
173210,3,2,Solan,0.226923442
173211,7,6,Solan,0.866789992
173212,15,9,Solan,1.628027283
173213,15,9,Solan,1.859800943
173215,2,1,Solan,0.052926951
173220,6,4,Solan,0.720463203
173229,8,7,Solan,1.134227099
173233,20,10,Solan,2.443000576
174001,6,4,Bilaspur (Hp),0.574151154
174002,15,9,Bilaspur (Hp),1.502869582
174004,15,9,Bilaspur (Hp),1.670998636
174013,8,7,Bilaspur (Hp),0.997080368
174021,6,4,Bilaspur (Hp),0.702282282
174026,2,1,Bilaspur (Hp),0.013661211
174028,7,6,Bilaspur (Hp),0.937953341
174029,3,2,Bilaspur (Hp),0.376349562
174030,2,1,Bilaspur (Hp),0.014482208
174101,6,4,Solan,0.711068313
174103,3,2,Solan,0.232478434
174301,5,3,Una,0.440850625
174303,8,7,Una,1.057103699
174305,2,1,Hamirpur(Hp),0.005650569
174306,10,8,Una,1.411161459
174307,2,1,Una,0.164943592
174311,2,1,Hamirpur(Hp),0.024452834
174312,6,4,Hamirpur(Hp),0.707369328
174315,2,1,Una,0
174321,5,3,Una,0.425536074
174401,6,4,Mandi,0.733811788
174402,7,6,Mandi,0.935504164
175001,6,4,Mandi,0.6225526
175002,3,2,Mandi,0.261852499
175003,2,1,Mandi,0
175006,10,8,Mandi,1.383026757
175008,5,3,Mandi,0.507097402
175012,6,4,Mandi,0.584729227
175015,5,3,Mandi,0.415358137
175017,3,2,Mandi,0.394491108
175018,2,1,Mandi,0.155671701
175019,7,6,Mandi,0.868087574
175021,5,3,Mandi,0.547361089
175023,3,2,Mandi,0.313147166
175024,2,1,Mandi,0.205217646
175027,5,3,Mandi,0.498620506
175032,2,1,Mandi,0.141387592
175033,2,1,Mandi,0
175040,2,1,Mandi,0.022797174
175049,2,1,Mandi,0.191485104
175101,6,4,Kullu,0.672484323
175105,2,1,Kullu,0.033189384
175121,5,3,Mandi,0.428091154
175123,10,8,Kullu,1.390337706
175124,2,1,Mandi,0.079087494
175125,6,4,Kullu,0.774716078
175126,5,3,Kullu,0.455436614
175131,6,4,Kullu,0.784844317
175132,10,8,Lahul & Spiti,1.19282825
175138,3,2,Kullu,0.370394229
176001,6,4,Kangra,0.67624961
176021,2,1,Kangra,0.067378344
176022,2,1,Kangra,0.066870712
176023,3,2,Kangra,0.335906577
176025,6,4,Kangra,0.638729031
176026,2,1,Kangra,0.014020846
176027,2,1,Kangra,0
176028,2,1,Kangra,0.121488001
176029,2,1,Kangra,0
176031,2,1,Kangra,0.20381743
176033,3,2,Kangra,0.28286167
176036,2,1,Kangra,0.025776692
176037,2,1,Kangra,0
176039,5,3,Hamirpur(Hp),0.546977107
176041,2,1,Hamirpur(Hp),0
176042,2,1,Hamirpur(Hp),0
176043,2,1,Hamirpur(Hp),0
176047,3,2,Kangra,0.322916763
176048,2,1,Hamirpur(Hp),0.17975922
176049,2,1,Hamirpur(Hp),0.03910054
176051,2,1,Kangra,0
176052,5,3,Kangra,0.497075609
176053,2,1,Kangra,0
176056,2,1,Kangra,0
176057,6,4,Kangra,0.628990235
176059,15,9,Kangra,1.768145192
176061,5,3,Kangra,0.406015406
176062,2,1,Kangra,0
176063,2,1,Kangra,0
176064,2,1,Kangra,0.04868393
176076,7,6,Kangra,0.862390237
176081,3,2,Kangra,0.383107788
176082,2,1,Kangra,0.108994905
176083,10,8,Kangra,1.232307773
176084,2,1,Kangra,0
176086,6,4,Kangra,0.675725816
176087,6,4,Kangra,0.815684541
176088,10,8,Kangra,1.415933653
176090,2,1,Mandi,0.032267864
176092,2,1,Kangra,0
176095,8,7,Kangra,1.006941371
176096,2,1,Kangra,0.027956815
176097,3,2,Kangra,0.303865738
176102,8,7,Kangra,1.104381922
176103,3,2,Kangra,0.31325999
176107,2,1,Kangra,0
176109,2,1,Hamirpur(Hp),0
176110,7,6,Hamirpur(Hp),0.850264045
176111,2,1,Hamirpur(Hp),0
176115,3,2,Kangra,0.320232039
176120,3,2,Mandi,0.245053072
176121,8,7,Mandi,1.07208996
176125,6,4,Kangra,0.646771052
176126,2,1,Mandi,0.017010609
176201,3,2,Kangra,0.294169021
176202,2,1,Kangra,0.009652324
176204,6,4,Kangra,0.559630162
176205,2,1,Kangra,0.049942973
176206,6,4,Kangra,0.589664271
176207,8,7,Chamba,1.079277611
176208,6,4,Kangra,0.552017919
176209,5,3,Kangra,0.530240431
176210,2,1,Kangra,0
176215,7,6,Kangra,0.921306333
176216,3,2,Kangra,0.315930089
176225,3,2,Kangra,0.322082707
176301,3,2,Chamba,0.234816502
176302,7,6,Chamba,0.842473349
176303,2,1,Chamba,0.076377201
176304,8,7,Chamba,1.02683914
176305,6,4,Chamba,0.634435154
176310,5,3,Chamba,0.417945689
176311,2,1,Chamba,0.027295963
176313,2,1,Chamba,0
176314,7,6,Chamba,0.881180461
176315,2,1,Chamba,0.020702746
176316,2,1,Chamba,0.008945057
176317,5,3,Chamba,0.462239958
176319,6,4,Chamba,0.624812785
176320,15,9,Chamba,1.713014206
176325,2,1,Chamba,0.081783639
176401,2,1,Kangra,0.103826512
176402,2,1,Kangra,0.076897479
176403,7,6,Kangra,0.848844089
176601,2,1,Una,0.05558497
177001,6,4,Hamirpur(Hp),0.720944008
177007,2,1,Hamirpur(Hp),0
177020,3,2,Hamirpur(Hp),0.310547446
177023,2,1,Hamirpur(Hp),0.010744641
177024,2,1,Hamirpur(Hp),0.020303723
177025,3,2,Hamirpur(Hp),0.253367367
177026,2,1,Hamirpur(Hp),0.159493352
177028,8,7,Hamirpur(Hp),1.051261132
177029,2,1,Hamirpur(Hp),0.016302883
177033,2,1,Hamirpur(Hp),0.04479273
177040,2,1,Hamirpur(Hp),0.115297958
177041,2,1,Hamirpur(Hp),0.012080082
177043,2,1,Kangra,0
177101,2,1,Kangra,0.067689741
177103,2,1,Kangra,0.06360817
177106,6,4,Kangra,0.608371126
177110,6,4,Una,0.805572708
177201,5,3,Una,0.526856282
177203,3,2,Una,0.236222767
177204,5,3,Una,0.515356176
177208,2,1,Una,0
177209,2,1,Una,0.192414003
177210,2,1,Una,0.01348145
177212,5,3,Una,0.444985596
177213,6,4,Una,0.824506195
177220,6,4,Una,0.777923024
177401,2,1,Hamirpur(Hp),0.071118969
177501,2,1,Hamirpur(Hp),0
180001,20,10,Jammu,2.92663223
180002,20,10,Jammu,2.646081731
180003,10,8,Jammu,1.344558243
180004,20,10,Jammu,2.182516926
180005,20,10,Jammu,3.257612504
180006,15,9,Jammu,1.927226384
180007,20,10,Jammu,3.129470433
180009,20,10,Jammu,2.993484436
180010,15,9,Jammu,2.008355226
180011,20,10,Jammu,3.396309924
180012,15,9,Jammu,2.054191686
180013,15,9,Jammu,1.756376249
180015,20,10,Jammu,2.316302099
180016,10,8,Jammu,1.233987283
180017,20,10,Jammu,5.497107276
181101,15,9,Jammu,1.668991968
181102,7,6,Jammu,0.963146106
181111,20,10,Jammu,2.75123728
181121,15,9,Jammu,2.040722929
181122,20,10,Jammu,2.924103453
181123,10,8,Jammu,1.476785514
181124,8,7,Jammu,1.142235734
181131,6,4,Jammu,0.769143313
181132,15,9,Jammu,1.916817663
181133,15,9,Jammu,2.059138207
181141,7,6,Jammu,0.970584521
181143,7,6,Jammu,0.928526456
181145,10,8,Jammu,1.382631768
181201,10,8,Jammu,1.33545976
181202,7,6,Jammu,0.924251327
181203,6,4,Jammu,0.716362688
181204,5,3,Jammu,0.491362978
181205,20,10,Jammu,2.624715119
181206,10,8,Jammu,1.290868883
181207,3,2,Jammu,0.316323623
181208,5,3,Jammu,0.514119201
181221,15,9,Jammu,1.798642735
181224,6,4,Jammu,0.67932511
182101,20,10,Udhampur,3.004153521
182121,7,6,Udhampur,0.84578956
182122,10,8,Udhampur,1.429660098
182124,20,10,Udhampur,2.527440247
182125,10,8,Udhampur,1.460652838
182126,10,8,Udhampur,1.263945816
182127,15,9,Udhampur,1.876112963
182128,20,10,Udhampur,2.539864344
182141,20,10,Udhampur,2.706585718
182143,20,10,Doda,2.848279082
182144,15,9,Doda,2.099942168
182145,20,10,Doda,2.76785923
182146,20,10,Doda,2.950237682
182148,20,10,Doda,2.734802171
182201,15,9,Doda,1.516702322
182202,15,9,Doda,1.874311167
182203,20,10,Doda,2.363624581
182204,20,10,Doda,2.313227942
182205,10,8,Doda,1.424841779
182206,5,3,Doda,0.457498828
182221,8,7,Doda,1.080572663
182222,20,10,Doda,3.802292876
182301,20,10,Udhampur,2.963910283
182311,20,10,Udhampur,2.688217542
182312,5,3,Udhampur,0.468465421
182313,20,10,Udhampur,2.817234611
182315,20,10,Udhampur,2.798345376
182320,20,10,Reasi,2.734532719
184101,15,9,Kathua,1.990154144
184102,10,8,Kathua,1.409348214
184104,15,9,Kathua,1.694605988
184120,6,4,Jammu,0.632591795
184121,10,8,Jammu,1.440648274
184141,15,9,Kathua,1.606880928
184142,8,7,Kathua,1.176025169
184143,10,8,Kathua,1.218902674
184144,15,9,Kathua,1.519468959
184145,2,1,Kathua,0.164134068
184148,8,7,Kathua,1.07741787
184151,20,10,Kathua,2.216632948
184152,10,8,Kathua,1.362457661
184201,7,6,Kathua,0.92831309
184202,7,6,Kathua,0.893936705
184203,15,9,Kathua,2.079477905
184204,20,10,Kathua,2.569780526
184205,6,4,Kathua,0.769557812
184206,15,9,Kathua,2.020658284
185101,15,9,Poonch,1.965644911
185102,10,8,Poonch,1.217704431
185121,20,10,Poonch,2.649093502
185122,20,10,Poonch,4.035486145
185131,10,8,Rajauri,1.340912383
185132,10,8,Rajauri,1.490736553
185133,10,8,Rajauri,1.319188698
185135,20,10,Rajauri,2.562263307
185151,10,8,Rajauri,1.454042419
185152,5,3,Rajauri,0.408762072
185153,8,7,Rajauri,1.036648329
185201,20,10,Rajauri,2.589091173
185202,8,7,Rajauri,1.103033253
185203,10,8,Udhampur,1.283517753
185211,20,10,Poonch,2.420565271
185212,15,9,Rajauri,1.959560796
185233,20,10,Rajauri,2.791715453
190001,20,10,Srinagar,4.687662389
190002,20,10,Srinagar,5.944866779
190003,20,10,Srinagar,4.578423605
190004,20,10,Srinagar,2.919346291
190005,20,10,Budgam,4.456403465
190006,20,10,Srinagar,4.52766058
190007,15,9,Budgam,1.658642786
190008,20,10,Srinagar,4.315571917
190009,20,10,Srinagar,5.465381569
190010,20,10,Srinagar,5.208082841
190011,20,10,Srinagar,4.289423268
190012,20,10,Srinagar,4.377857501
190014,20,10,Budgam,2.897338684
190015,20,10,Budgam,5.386751285
190017,20,10,Srinagar,5.506526787
190018,20,10,Srinagar,5.739246583
190019,20,10,Srinagar,5.868209543
190020,20,10,Srinagar,3.696212362
190021,20,10,Budgam,3.884598436
190023,20,10,Srinagar,6.003231616
191101,20,10,Srinagar,6.371545742
191103,20,10,Ananthnag,8.02317759
191104,20,10,Ananthnag,18.64862802
191111,20,10,Budgam,5.023618807
191112,20,10,Budgam,5.619802223
191113,20,10,Budgam,4.973766258
191121,20,10,Srinagar,4.000894225
191131,20,10,Srinagar,5.82150646
191201,20,10,Srinagar,5.907419574
191202,20,10,Srinagar,7.627481904
192101,20,10,Ananthnag,5.228365114
192102,20,10,Ananthnag,5.102862659
192121,20,10,Ananthnag,4.725726161
192122,20,10,Ananthnag,2.470406137
192123,20,10,Pulwama,3.721843082
192124,20,10,Ananthnag,6.906499407
192125,20,10,Ananthnag,5.610569727
192126,20,10,Ananthnag,5.977869488
192129,20,10,Ananthnag,5.794942299
192201,20,10,Ananthnag,4.449456929
192202,20,10,Ananthnag,5.35973161
192210,20,10,Ananthnag,5.277536295
192211,20,10,Ananthnag,5.027486916
192212,20,10,Ananthnag,3.763785877
192221,20,10,Ananthnag,3.348039374
192231,20,10,Ananthnag,4.158233081
192232,20,10,Ananthnag,5.348886238
192233,20,10,Kulgam,7.027414291
192301,20,10,Pulwama,5.321372405
192302,20,10,Pulwama,5.929067259
192303,20,10,Pulwama,5.95217575
192304,20,10,Pulwama,4.388549117
192305,20,10,Ananthnag,4.13078693
192306,20,10,Pulwama,9.70568019
192401,20,10,Ananthnag,4.163487276
193101,20,10,Baramulla,3.925616844
193103,20,10,Baramulla,4.79242094
193121,20,10,Baramulla,5.167790542
193122,20,10,Baramulla,4.703249685
193123,20,10,Baramulla,2.163942739
193201,20,10,Baramulla,4.881987189
193221,20,10,Kupwara,3.782895127
193222,20,10,Kupwara,3.97164774
193223,20,10,Kupwara,5.487616401
193224,20,10,Kupwara,4.492955961
193225,10,8,Kupwara,1.276863676
193301,20,10,Baramulla,5.786797674
193302,20,10,Kupwara,3.983576152
193303,20,10,Ananthnag,3.987039006
193401,20,10,Baramulla,4.717360969
193402,20,10,Baramulla,2.261374542
193404,20,10,Baramulla,6.69657993
193411,20,10,Budgam,5.692651367
193501,20,10,Baramulla,7.468439387
193502,20,10,Baramulla,4.197792584
193503,20,10,Baramulla,2.619557043
193504,20,10,Baramulla,6.279276952
194101,15,9,Leh,1.977046298
194102,10,8,Kargil,1.380186299
194103,10,8,Kargil,1.257851981
194104,5,3,Leh,0.489501812
194106,20,10,Leh,3.360524121
194109,6,4,Kargil,0.652419496
194401,20,10,Leh,2.575857248
201001,8,7,Ghaziabad,1.137616299
201002,8,7,Ghaziabad,0.983966351
201003,7,6,Ghaziabad,0.964212542
201004,6,4,Ghaziabad,0.619835644
201005,7,6,Ghaziabad,0.942073041
201006,6,4,Ghaziabad,0.703597247
201007,15,9,Ghaziabad,1.51089181
201008,7,6,Gautam Buddha Nagar,0.945660915
201009,7,6,Ghaziabad,0.923492798
201010,8,7,Ghaziabad,1.076614872
201011,6,4,Ghaziabad,0.734248511
201012,7,6,Ghaziabad,0.837494239
201013,7,6,Ghaziabad,0.973523884
201014,6,4,Ghaziabad,0.70042631
201016,7,6,Ghaziabad,0.885429963
201102,8,7,Ghaziabad,1.095065134
201201,7,6,Ghaziabad,0.865047913
201204,6,4,Ghaziabad,0.619039415
201206,10,8,Ghaziabad,1.211561493
201301,7,6,Gautam Buddha Nagar,0.914701117
201302,20,10,Ghaziabad,2.233199733
201303,6,4,Gautam Buddha Nagar,0.62736833
201304,6,4,Gautam Buddha Nagar,0.584211479
201305,5,3,Gautam Buddha Nagar,0.521635468
201306,7,6,Gautam Buddha Nagar,0.917900005
201307,10,8,Gautam Buddha Nagar,1.453115717
201308,8,7,Gautam Buddha Nagar,1.085596822
201309,10,8,Gautam Buddha Nagar,1.444424581
201310,15,9,Gautam Buddha Nagar,1.577194312
202001,6,4,Aligarh,0.734780408
202002,7,6,Aligarh,0.863894936
202123,2,1,Aligarh,0.139514438
202124,6,4,Aligarh,0.611560711
202125,2,1,Aligarh,0.158427525
202126,15,9,Aligarh,1.998117373
202127,8,7,Aligarh,0.98708667
202130,20,10,Aligarh,2.375235315
202131,7,6,Aligarh,0.918475775
202132,5,3,Aligarh,0.415930503
202135,2,1,Aligarh,0.097668901
202137,3,2,Aligarh,0.236895465
202138,3,2,Aligarh,0.360322986
202141,15,9,Aligarh,1.960245181
202145,3,2,Aligarh,0.391428378
202155,3,2,Aligarh,0.318457109
202165,6,4,Aligarh,0.590301339
202280,7,6,Aligarh,0.881557827
202281,7,6,Aligarh,0.862274366
202389,2,1,Bulandshahr,0.02832047
202390,6,4,Bulandshahr,0.584267192
202392,3,2,Bulandshahr,0.312104335
202393,3,2,Bulandshahr,0.293658411
202394,15,9,Bulandshahr,1.56865097
202395,10,8,Bulandshahr,1.309898242
202396,2,1,Bulandshahr,0
202398,2,1,Bulandshahr,0.036517914
202399,5,3,Gautam Buddha Nagar,0.450819222
202410,15,9,Moradabad,1.853338462
202411,6,4,Moradabad,0.793061259
202412,7,6,Moradabad,0.841354519
202421,15,9,Budaun,1.524937121
202520,3,2,Budaun,0.25645128
202522,6,4,Budaun,0.707598795
202523,2,1,Budaun,0.074855984
202525,15,9,Budaun,1.862122807
202526,20,10,Budaun,2.614054537
203001,6,4,Bulandshahr,0.725038365
203131,6,4,Bulandshahr,0.646931642
203132,3,2,Bulandshahr,0.364889557
203135,10,8,Gautam Buddha Nagar,1.24343475
203141,10,8,Gautam Buddha Nagar,1.497032354
203150,6,4,Bulandshahr,0.572125032
203155,7,6,Gautam Buddha Nagar,0.917747533
203201,6,4,Gautam Buddha Nagar,0.591916419
203202,15,9,Gautam Buddha Nagar,1.80282308
203203,6,4,Gautam Buddha Nagar,0.573631017
203205,7,6,Bulandshahr,0.838560552
203207,6,4,Gautam Buddha Nagar,0.563871279
203209,10,8,Gautam Buddha Nagar,1.211182733
203389,2,1,Bulandshahr,0.193918513
203394,6,4,Bulandshahr,0.686753112
203408,6,4,Bulandshahr,0.579987647
204101,6,4,Hathras,0.596759448
204102,3,2,Hathras,0.246658978
204104,2,1,Hathras,0.047338278
204213,5,3,Hathras,0.419639333
204214,2,1,Hathras,0.059012744
204215,5,3,Hathras,0.407183354
204216,5,3,Hathras,0.400294292
205001,5,3,Mainpuri,0.39612735
205121,15,9,Mainpuri,1.741926955
205125,5,3,Mainpuri,0.495541519
205135,2,1,Firozabad,0.169240124
205141,2,1,Firozabad,0.039145866
205151,6,4,Firozabad,0.622703035
205261,5,3,Mainpuri,0.517577813
205262,6,4,Mainpuri,0.592272167
205263,2,1,Mainpuri,0.019195663
205264,3,2,Mainpuri,0.281118905
205265,5,3,Mainpuri,0.438454826
205301,2,1,Mainpuri,0.095499457
206001,6,4,Etawah,0.562097244
206121,7,6,Auraiya,0.845050981
206122,10,8,Auraiya,1.400179591
206123,5,3,Etawah,0.438359401
206125,5,3,Etawah,0.402142227
206127,3,2,Etawah,0.321241093
206129,5,3,Auraiya,0.515917593
206131,3,2,Etawah,0.302411632
206241,5,3,Auraiya,0.402718812
206242,5,3,Etawah,0.492318277
206243,3,2,Auraiya,0.367046632
206244,7,6,Auraiya,0.926657535
206245,6,4,Etawah,0.682647355
206247,3,2,Auraiya,0.358023338
206253,2,1,Etawah,0.132454323
206301,3,2,Etawah,0.285873962
206302,8,7,Mainpuri,1.007125949
206451,3,2,Farrukhabad,0.266544255
207001,5,3,Etah,0.542279842
207121,2,1,Etah,0.174732946
207122,5,3,Etah,0.400861444
207123,10,8,Etah,1.321023896
207125,6,4,Etah,0.686662989
207241,2,1,Etah,0
207242,8,7,Etah,1.047790104
207243,2,1,Etah,0.133525086
207244,6,4,Etah,0.585191009
207247,3,2,Etah,0.364340371
207248,6,4,Etah,0.818395513
207249,7,6,Etah,0.852653852
207301,5,3,Etah,0.401228302
207302,5,3,Etah,0.43237657
207403,5,3,Etah,0.542931682
207502,8,7,Farrukhabad,1.15621438
208001,10,8,Kanpur Nagar,1.314961256
208002,8,7,Kanpur Nagar,1.022307124
208003,15,9,Kanpur Nagar,1.900981509
208004,7,6,Kanpur Nagar,0.906089595
208005,8,7,Kanpur Nagar,1.132420014
208006,8,7,Kanpur Nagar,1.082289848
208007,7,6,Kanpur Nagar,0.925061341
208008,5,3,Kanpur Nagar,0.45237694
208009,20,10,Kanpur Nagar,2.445958936
208010,10,8,Kanpur Nagar,1.326940177
208011,6,4,Kanpur Nagar,0.794701529
208012,10,8,Kanpur Nagar,1.360313995
208013,10,8,Kanpur Nagar,1.199326674
208014,6,4,Kanpur Nagar,0.809503732
208015,7,6,Kanpur Nagar,0.98013909
208016,6,4,Kanpur Nagar,0.624502296
208017,8,7,Kanpur Nagar,1.042146233
208019,10,8,Kanpur Nagar,1.489651885
208020,10,8,Kanpur Nagar,1.444878849
208021,8,7,Kanpur Nagar,1.002478203
208022,6,4,Kanpur Nagar,0.644546599
208023,15,9,Kanpur Nagar,1.559559411
208024,20,10,Kanpur Nagar,2.336735339
208025,15,9,Kanpur Nagar,1.633711998
208026,3,2,Kanpur Nagar,0.275538734
208027,10,8,Kanpur Nagar,1.201323802
209101,10,8,Kanpur Dehat,1.414888812
209111,7,6,Kanpur Dehat,0.84559001
209115,6,4,Kanpur Dehat,0.665258889
209125,10,8,Kanpur Dehat,1.392068233
209202,8,7,Kanpur Dehat,1.112275374
209206,10,8,Kanpur Dehat,1.250178657
209214,6,4,Kanpur Nagar,0.732996284
209217,6,4,Kanpur Nagar,0.648567294
209302,2,1,Kanpur Dehat,0
209303,7,6,Kanpur Dehat,0.971010074
209306,20,10,Kanpur Dehat,2.396359738
209401,20,10,Kanpur Nagar,3.124004479
209402,2,1,Kanpur Nagar,0.069737907
209502,3,2,Farrukhabad,0.309495663
209601,6,4,Farrukhabad,0.623904837
209625,8,7,Farrukhabad,1.07048471
209721,10,8,Kannauj,1.441001406
209722,10,8,Kannauj,1.313865786
209724,7,6,Farrukhabad,0.869415515
209725,5,3,Kannauj,0.537602076
209727,15,9,Kannauj,1.842947846
209728,6,4,Kannauj,0.79207577
209732,20,10,Kannauj,2.67999075
209801,6,4,Unnao,0.770230056
209825,15,9,Unnao,1.664706225
209859,20,10,Unnao,4.802473124
209861,8,7,Unnao,1.159168022
209867,2,1,Unnao,0.021977017
210001,15,9,Banda,1.717171324
210121,6,4,Banda,0.682287293
210201,10,8,Banda,1.308916157
210205,15,9,Chitrakoot,1.679237376
210207,20,10,Chitrakoot,2.418565475
210209,20,10,Chitrakoot,5.363782049
210301,7,6,Hamirpur,0.881912858
210421,5,3,Mahoba,0.447167638
210427,15,9,Mahoba,1.676981335
210431,6,4,Hamirpur,0.8075357
